Year,Month,Entity ID,Entity Name,Plant Producer Type,Plant Name,Plant State,Plant ID,Generator ID,"
Net Summer Capacity (MW)",Technology,Energy Source Code,Prime Mover Code
2017,5,7570,Great River Energy,Electric Utility,Stanton,ND,2824,1,188.1,Conventional Steam Coal,SUB,ST
2017,5,7570,Great River Energy,Electric Utility,Stanton,ND,2824,2,1,Petroleum Liquids,DFO,IC
2017,5,15452,PSEG Power Connecticut LLC,IPP,Bridgeport Station,CT,568,4,16.9,Petroleum Liquids,KER,GT
2017,5,55768,RC Cape May Holdings LLC,IPP,B L England,NJ,2378,3,148,Petroleum Liquids,RFO,ST
2017,6,58534,Brayton Point Energy LLC,IPP,Brayton Point,MA,1619,1,225.2,Conventional Steam Coal,BIT,ST
2017,6,58534,Brayton Point Energy LLC,IPP,Brayton Point,MA,1619,2,237.8,Conventional Steam Coal,BIT,ST
2017,6,58534,Brayton Point Energy LLC,IPP,Brayton Point,MA,1619,3,575,Conventional Steam Coal,BIT,ST
2017,6,58534,Brayton Point Energy LLC,IPP,Brayton Point,MA,1619,4,435,Petroleum Liquids,RFO,ST
2017,6,9417,Interstate Power and Light Co,Electric Utility,Dubuque,IA,1046,3,31.1,Natural Gas Steam Turbine,NG,ST
2017,6,9417,Interstate Power and Light Co,Electric Utility,Dubuque,IA,1046,4,37.5,Natural Gas Steam Turbine,NG,ST
2017,6,9417,Interstate Power and Light Co,Electric Utility,Dubuque,IA,1046,IC1,2,Petroleum Liquids,DFO,IC
2017,6,9417,Interstate Power and Light Co,Electric Utility,Dubuque,IA,1046,IC2,1.4,Petroleum Liquids,DFO,IC
2017,6,54899,NAES Corporation - (DE),IPP,McKee Run,DE,599,1,17.5,Natural Gas Steam Turbine,NG,ST
2017,6,54899,NAES Corporation - (DE),IPP,McKee Run,DE,599,2,17.4,Natural Gas Steam Turbine,NG,ST
2017,6,54842,WM Renewable Energy LLC,IPP,New Milford Gas Recovery,CT,50564,GEN4,0.8,Landfill Gas,LFG,IC
2017,8,14624,PUD No 2 of Grant County,Electric Utility,Wanapum,WA,3888,4,103.8,Conventional Hydroelectric,WAT,HY
2017,10,18445,City of Tallahassee - (FL),Electric Utility,S O Purdom,FL,689,GT1,10,Natural Gas Fired Combustion Turbine,NG,GT
2017,10,18445,City of Tallahassee - (FL),Electric Utility,S O Purdom,FL,689,GT2,10,Natural Gas Fired Combustion Turbine,NG,GT
2017,10,5677,Waste Energy Services Inc,Electric CHP,Waste Energy Services,MI,50077,CAT1,0.5,Landfill Gas,LFG,IC
2017,10,5677,Waste Energy Services Inc,Electric CHP,Waste Energy Services,MI,50077,CAT2,0.3,Landfill Gas,LFG,IC
2017,10,5677,Waste Energy Services Inc,Electric CHP,Waste Energy Services,MI,50077,CAT3,0.3,Landfill Gas,LFG,IC
2017,10,5677,Waste Energy Services Inc,Electric CHP,Waste Energy Services,MI,50077,CAT4,0.3,Landfill Gas,LFG,IC
2017,12,463,Ameresco LFG I Inc,IPP,Al Turi,NY,10549,3010,0.8,Landfill Gas,LFG,IC
2017,12,3989,City of Colorado Springs - (CO),Electric Utility,Martin Drake,CO,492,5,46,Conventional Steam Coal,SUB,ST
2017,12,5701,El Paso Electric Co,Electric Utility,Newman,TX,3456,4,83,Natural Gas Fired Combined Cycle,NG,CA
2017,12,5701,El Paso Electric Co,Electric Utility,Newman,TX,3456,CT1,72,Natural Gas Fired Combined Cycle,NG,CT
2017,12,5701,El Paso Electric Co,Electric Utility,Newman,TX,3456,CT2,72,Natural Gas Fired Combined Cycle,NG,CT
2017,12,5701,El Paso Electric Co,Electric Utility,Rio Grande,NM,2444,7,46,Natural Gas Steam Turbine,NG,ST
2017,12,7160,Geysers Power Co LLC,IPP,Geysers Unit 5-20,CA,286,U10,30,Geothermal,GEO,ST
2017,12,7160,Geysers Power Co LLC,IPP,Geysers Unit 5-20,CA,286,U9,30,Geothermal,GEO,ST
2017,12,9417,Interstate Power and Light Co,Electric Utility,Burlington (IA),IA,1104,GT1,15.2,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Burlington (IA),IA,1104,GT2,13.4,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Burlington (IA),IA,1104,GT3,14.2,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Burlington (IA),IA,1104,GT4,16.1,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Centerville,IA,1105,1,2.1,Petroleum Liquids,DFO,IC
2017,12,9417,Interstate Power and Light Co,Electric Utility,Centerville,IA,1105,2,1.8,Petroleum Liquids,DFO,IC
2017,12,9417,Interstate Power and Light Co,Electric Utility,Centerville,IA,1105,3,1.9,Petroleum Liquids,DFO,IC
2017,12,9417,Interstate Power and Light Co,Electric Utility,Centerville,IA,1105,GT1,21.6,Petroleum Liquids,DFO,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Centerville,IA,1105,GT2,25.7,Petroleum Liquids,DFO,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Fox Lake,MN,1888,1,13.2,Natural Gas Steam Turbine,NG,ST
2017,12,9417,Interstate Power and Light Co,Electric Utility,Fox Lake,MN,1888,3,85.2,Natural Gas Steam Turbine,NG,ST
2017,12,9417,Interstate Power and Light Co,Electric Utility,Grinnell,IA,7137,1,23.7,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Grinnell,IA,7137,2,20.6,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,9417,Interstate Power and Light Co,Electric Utility,Sutherland,IA,1077,1,27.9,Natural Gas Steam Turbine,NG,ST
2017,12,9417,Interstate Power and Light Co,Electric Utility,Sutherland,IA,1077,3,80.8,Natural Gas Steam Turbine,NG,ST
2017,12,58100,Middle Tennessee State University,Commercial,MTSU Power Co-Gen Plant,TN,58179,SG-01,2,Petroleum Liquids,DFO,IC
2017,12,58100,Middle Tennessee State University,Commercial,MTSU Power Co-Gen Plant,TN,58179,SG-02,2,Petroleum Liquids,DFO,IC
2017,12,58100,Middle Tennessee State University,Commercial,MTSU Power Co-Gen Plant,TN,58179,SG-03,2,Petroleum Liquids,DFO,IC
2017,12,58100,Middle Tennessee State University,Commercial,MTSU Power Co-Gen Plant,TN,58179,SG-04,2,Petroleum Liquids,DFO,IC
2017,12,58100,Middle Tennessee State University,Commercial,MTSU Power Co-Gen Plant,TN,58179,SG-05,2,Petroleum Liquids,DFO,IC
2017,12,13960,NRG Cabrillo Power Ops Inc,IPP,Encina,CA,302,2,104,Natural Gas Steam Turbine,NG,ST
2017,12,13960,NRG Cabrillo Power Ops Inc,IPP,Encina,CA,302,3,110,Natural Gas Steam Turbine,NG,ST
2017,12,13960,NRG Cabrillo Power Ops Inc,IPP,Encina,CA,302,4,300,Natural Gas Steam Turbine,NG,ST
2017,12,13960,NRG Cabrillo Power Ops Inc,IPP,Encina,CA,302,5,330,Natural Gas Steam Turbine,NG,ST
2017,12,13960,NRG Cabrillo Power Ops Inc,IPP,Encina,CA,302,GT1,14,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,13960,NRG Cabrillo Power Ops Inc,IPP,Kearny,CA,303,KEA3,61,Natural Gas Fired Combustion Turbine,NG,GT
2017,12,13407,Nevada Power Co,Electric Utility,Reid Gardner,NV,2324,4,257,Conventional Steam Coal,BIT,ST
2017,12,14063,Oklahoma Gas & Electric Co,Electric Utility,Mustang,OK,2953,3,121,Natural Gas Steam Turbine,NG,ST
2017,12,14063,Oklahoma Gas & Electric Co,Electric Utility,Mustang,OK,2953,4,259,Natural Gas Steam Turbine,NG,ST
2017,12,14030,Oklahoma State University,Commercial,Oklahoma State University,OK,54779,GEN1,1.6,Natural Gas Steam Turbine,NG,ST
2017,12,14030,Oklahoma State University,Commercial,Oklahoma State University,OK,54779,GEN2,1.6,Natural Gas Steam Turbine,NG,ST
2017,12,14030,Oklahoma State University,Commercial,Oklahoma State University,OK,54779,GEN4,5.2,Natural Gas Steam Turbine,NG,ST
2017,12,14328,Pacific Gas & Electric Co,Electric Utility,Balch 2,CA,218,2,52.5,Conventional Hydroelectric,WAT,HY
2017,12,14328,Pacific Gas & Electric Co,Electric Utility,Balch 2,CA,218,3,52.5,Conventional Hydroelectric,WAT,HY
2017,12,14328,Pacific Gas & Electric Co,Electric Utility,Cow Creek,CA,229,1,0.9,Conventional Hydroelectric,WAT,HY
2017,12,14328,Pacific Gas & Electric Co,Electric Utility,Cow Creek,CA,229,2,0.9,Conventional Hydroelectric,WAT,HY
2017,12,14328,Pacific Gas & Electric Co,Electric Utility,Kilarc,CA,253,1,1.6,Conventional Hydroelectric,WAT,HY
2017,12,14328,Pacific Gas & Electric Co,Electric Utility,Kilarc,CA,253,2,1.6,Conventional Hydroelectric,WAT,HY
2017,12,15466,Public Service Co of Colorado,Electric Utility,Valmont,CO,477,5,184,Conventional Steam Coal,BIT,ST
2017,12,15473,Public Service Co of NM,Electric Utility,San Juan,NM,2451,2,340,Conventional Steam Coal,BIT,ST
2017,12,15473,Public Service Co of NM,Electric Utility,San Juan,NM,2451,3,497,Conventional Steam Coal,BIT,ST
2017,12,58661,"Sustainable Power Group, LLC",IPP,Altamont Midway Ltd,CA,50001,WTGS,10.9,Onshore Wind Turbine,WND,WT
2017,12,58661,"Sustainable Power Group, LLC",IPP,Dyer Road,CA,50818,GEN1,10.5,Onshore Wind Turbine,WND,WT
2017,12,58661,"Sustainable Power Group, LLC",IPP,Santa Clara (85C),CA,50534,WGNS,18,Onshore Wind Turbine,WND,WT
2017,12,18642,Tennessee Valley Authority,Electric Utility,Johnsonville,TN,3406,1,107,Conventional Steam Coal,SUB,ST
2017,12,18642,Tennessee Valley Authority,Electric Utility,Johnsonville,TN,3406,2,107,Conventional Steam Coal,SUB,ST
2017,12,18642,Tennessee Valley Authority,Electric Utility,Johnsonville,TN,3406,3,107,Conventional Steam Coal,SUB,ST
2017,12,18642,Tennessee Valley Authority,Electric Utility,Johnsonville,TN,3406,4,107,Conventional Steam Coal,SUB,ST
2018,1,12541,City of Milford - (IA),Electric Utility,Milford,IA,1164,1,0.6,Petroleum Liquids,DFO,IC
2018,1,12541,City of Milford - (IA),Electric Utility,Milford,IA,1164,4,0.5,Petroleum Liquids,DFO,IC
2018,1,17891,City of St Marys - (OH),Electric Utility,St Marys,OH,2942,7,12,Petroleum Liquids,DFO,GT
2018,4,18445,City of Tallahassee - (FL),Electric Utility,Arvah B Hopkins,FL,688,GT2,24,Natural Gas Fired Combustion Turbine,NG,GT
2018,4,6455,"Duke Energy Florida, Inc",Electric Utility,Crystal River,FL,628,1,370,Conventional Steam Coal,BIT,ST
2018,4,6455,"Duke Energy Florida, Inc",Electric Utility,Crystal River,FL,628,2,499,Conventional Steam Coal,BIT,ST
2018,5,15147,PSEG Fossil LLC,IPP,PSEG Sewaren Generating Station,NJ,2411,1,102.8,Natural Gas Steam Turbine,NG,ST
2018,5,15147,PSEG Fossil LLC,IPP,PSEG Sewaren Generating Station,NJ,2411,2,118,Natural Gas Steam Turbine,NG,ST
2018,5,15147,PSEG Fossil LLC,IPP,PSEG Sewaren Generating Station,NJ,2411,3,106.2,Natural Gas Steam Turbine,NG,ST
2018,5,15147,PSEG Fossil LLC,IPP,PSEG Sewaren Generating Station,NJ,2411,4,123.6,Natural Gas Steam Turbine,NG,ST
2018,6,55951,Exelon Nuclear,IPP,Quad Cities Generating Station,IL,880,1,908,Nuclear,NUC,ST
2018,6,55951,Exelon Nuclear,IPP,Quad Cities Generating Station,IL,880,2,911,Nuclear,NUC,ST
2018,6,9397,International Turbine Res Inc,IPP,Dinosaur Point,CA,10005,WTGS,17,Onshore Wind Turbine,WND,WT
2018,7,7308,Hawkeye Energy Greenport LLC,IPP,Hawkeye Energy Greenport LLC,NY,55969,U-01,52.7,Petroleum Liquids,KER,GT
2018,7,15466,Public Service Co of Colorado,Electric Utility,Salida,CO,474,1,0.8,Conventional Hydroelectric,WAT,HY
2018,8,14624,PUD No 2 of Grant County,Electric Utility,Wanapum,WA,3888,8,103.8,Conventional Hydroelectric,WAT,HY
2018,9,17166,Sierra Pacific Power Co,Electric Utility,Fort Churchill,NV,2330,1,113,Natural Gas Steam Turbine,NG,ST
2018,10,56997,Marina Energy LLC,Commercial,Stockton Athletic Center,NJ,57864,2LOT7,0.5,Solar Photovoltaic,SUN,PV
2018,10,56516,"Morris Energy Operations Company, LLC",Electric CHP,Bayonne Plant Holding LLC,NJ,50497,GTG1,163,Natural Gas Fired Combined Cycle,NG,CT
2018,10,56516,"Morris Energy Operations Company, LLC",Electric CHP,Bayonne Plant Holding LLC,NJ,50497,GTG2, ,Natural Gas Fired Combined Cycle,NG,CT
2018,10,56516,"Morris Energy Operations Company, LLC",Electric CHP,Bayonne Plant Holding LLC,NJ,50497,GTG3, ,Natural Gas Fired Combined Cycle,NG,CT
2018,10,56516,"Morris Energy Operations Company, LLC",Electric CHP,Bayonne Plant Holding LLC,NJ,50497,STG1, ,Natural Gas Fired Combined Cycle,NG,CA
2018,12,16604,City of San Antonio - (TX),Electric Utility,J T Deely,TX,6181,1,420,Conventional Steam Coal,SUB,ST
2018,12,16604,City of San Antonio - (TX),Electric Utility,J T Deely,TX,6181,2,420,Conventional Steam Coal,SUB,ST
2018,12,12384,Midwest Generations EME LLC,IPP,Will County,IL,884,4,510,Conventional Steam Coal,SUB,ST
2018,12,13781,Northern States Power Co - Minnesota,Electric Utility,Northern States Flambeau,WI,3984,1,12,Natural Gas Fired Combustion Turbine,NG,GT
2018,12,20856,Wisconsin Power & Light Co,Electric Utility,Edgewater,WI,4050,4,302.4,Conventional Steam Coal,SUB,ST
2019,6,29926,Entergy Nuclear Generation Co,IPP,Pilgrim Nuclear Power Station,MA,1590,1,682.3,Nuclear,NUC,ST
2019,9,17166,Sierra Pacific Power Co,Electric Utility,Brunswick,NV,6510,1,2,Petroleum Liquids,DFO,IC
2019,9,17166,Sierra Pacific Power Co,Electric Utility,Brunswick,NV,6510,2,2,Petroleum Liquids,DFO,IC
2019,9,17166,Sierra Pacific Power Co,Electric Utility,Brunswick,NV,6510,3,2,Petroleum Liquids,DFO,IC
2019,10,22148,AES Alamitos LLC,IPP,AES Alamitos LLC,CA,315,1,175,Natural Gas Steam Turbine,NG,ST
2019,10,22148,AES Alamitos LLC,IPP,AES Alamitos LLC,CA,315,2,175,Natural Gas Steam Turbine,NG,ST
2019,10,22148,AES Alamitos LLC,IPP,AES Alamitos LLC,CA,315,5,485,Natural Gas Steam Turbine,NG,ST
2019,10,23693,AES Huntington Beach LLC,IPP,AES Huntington Beach LLC,CA,335,1,225.8,Natural Gas Steam Turbine,NG,ST
2019,10,22484,AES Redondo Beach LLC,IPP,AES Redondo Beach LLC,CA,356,7,480,Natural Gas Steam Turbine,NG,ST
2019,11,3046,Duke Energy Progress - (NC),Electric Utility,Asheville,NC,2706,1,189,Conventional Steam Coal,BIT,ST
2019,11,3046,Duke Energy Progress - (NC),Electric Utility,Asheville,NC,2706,2,189,Conventional Steam Coal,BIT,ST
2019,12,195,Alabama Power Co,Electric Utility,Barry,AL,3,1,55,Natural Gas Steam Turbine,NG,ST
2019,12,195,Alabama Power Co,Electric Utility,Barry,AL,3,2,55,Natural Gas Steam Turbine,NG,ST
2019,12,195,Alabama Power Co,Electric Utility,Gadsden,AL,7,1,64,Natural Gas Steam Turbine,NG,ST
2019,12,195,Alabama Power Co,Electric Utility,Gadsden,AL,7,2,66,Natural Gas Steam Turbine,NG,ST
2019,12,56706,Chevron Technology Ventures,IPP,Questa Solar Facility,NM,57369,QST,1,Solar Photovoltaic,SUN,PV
2019,12,54802,Dynegy -Moss Landing LLC,IPP,Dynegy Moss Landing Power Plant,CA,260,6,754,Natural Gas Steam Turbine,NG,ST
2019,12,54802,Dynegy -Moss Landing LLC,IPP,Dynegy Moss Landing Power Plant,CA,260,7,755,Natural Gas Steam Turbine,NG,ST
2019,12,5701,El Paso Electric Co,Electric Utility,Newman,TX,3456,1,74,Natural Gas Steam Turbine,NG,ST
2019,12,5701,El Paso Electric Co,Electric Utility,Newman,TX,3456,3,102,Natural Gas Steam Turbine,NG,ST
2019,12,55951,Exelon Nuclear,IPP,Oyster Creek,NJ,2388,1,607.7,Nuclear,NUC,ST
2019,12,56211,KCP&L Greater Missouri Operations Co,Electric Utility,Sibley,MO,2094,1,49.8,Conventional Steam Coal,SUB,ST
2019,12,56211,KCP&L Greater Missouri Operations Co,Electric Utility,Sibley,MO,2094,2,47.1,Conventional Steam Coal,SUB,ST
2019,12,11820,Massachusetts Inst of Tech,Commercial,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,54907,CTG1,19,Natural Gas Fired Combustion Turbine,NG,GT
2019,12,12686,Mississippi Power Co,Electric Utility,Jack Watson,MS,2049,3,107,Natural Gas Steam Turbine,NG,ST
2019,12,17718,Southwestern Public Service Co,Electric Utility,Cunningham,NM,2454,1,71,Natural Gas Steam Turbine,NG,ST
2019,12,17718,Southwestern Public Service Co,Electric Utility,Plant X,TX,3485,1,38,Natural Gas Steam Turbine,NG,ST
2019,12,20856,Wisconsin Power & Light Co,Electric Utility,Rock River,WI,4057,3,24.8,Natural Gas Fired Combustion Turbine,NG,GT
2019,12,20856,Wisconsin Power & Light Co,Electric Utility,Rock River,WI,4057,4,14.4,Natural Gas Fired Combustion Turbine,NG,GT
2019,12,20856,Wisconsin Power & Light Co,Electric Utility,Rock River,WI,4057,5,44.1,Natural Gas Fired Combustion Turbine,NG,GT
2019,12,20856,Wisconsin Power & Light Co,Electric Utility,Rock River,WI,4057,6,44.6,Natural Gas Fired Combustion Turbine,NG,GT
2019,12,20856,Wisconsin Power & Light Co,Electric Utility,Sheepskin,WI,4059,1,28.4,Natural Gas Fired Combustion Turbine,NG,GT
2020,1,21622,The University of Texas at Dallas,Commercial,University of Texas at Dallas,TX,54607,GEN1,3.5,Natural Gas Internal Combustion Engine,NG,IC
2020,1,20847,Wisconsin Electric Power Co,Electric Utility,Presque Isle,MI,1769,5,55,Conventional Steam Coal,SUB,ST
2020,1,20847,Wisconsin Electric Power Co,Electric Utility,Presque Isle,MI,1769,6,55,Conventional Steam Coal,SUB,ST
2020,1,20847,Wisconsin Electric Power Co,Electric Utility,Presque Isle,MI,1769,7,78,Conventional Steam Coal,SUB,ST
2020,1,20847,Wisconsin Electric Power Co,Electric Utility,Presque Isle,MI,1769,8,78,Conventional Steam Coal,SUB,ST
2020,1,20847,Wisconsin Electric Power Co,Electric Utility,Presque Isle,MI,1769,9,78,Conventional Steam Coal,SUB,ST
2020,5,6455,"Duke Energy Florida, Inc",Electric Utility,Avon Park,FL,624,P1,24,Natural Gas Fired Combustion Turbine,NG,GT
2020,5,6455,"Duke Energy Florida, Inc",Electric Utility,Avon Park,FL,624,P2,24,Petroleum Liquids,DFO,GT
2020,5,6455,"Duke Energy Florida, Inc",Electric Utility,Higgins,FL,630,P1,20,Natural Gas Fired Combustion Turbine,NG,GT
2020,5,6455,"Duke Energy Florida, Inc",Electric Utility,Higgins,FL,630,P2,25,Natural Gas Fired Combustion Turbine,NG,GT
2020,5,6455,"Duke Energy Florida, Inc",Electric Utility,Higgins,FL,630,P3,32,Natural Gas Fired Combustion Turbine,NG,GT
2020,5,6455,"Duke Energy Florida, Inc",Electric Utility,Higgins,FL,630,P4,32,Natural Gas Fired Combustion Turbine,NG,GT
2020,5,12653,GenOn Mid-Atlantic LLC,IPP,Dickerson,MD,1572,2,173,Conventional Steam Coal,BIT,ST
2020,5,12653,GenOn Mid-Atlantic LLC,IPP,Dickerson,MD,1572,3,173,Conventional Steam Coal,BIT,ST
2020,5,12653,GenOn Mid-Atlantic LLC,IPP,Dickerson,MD,1572,ST1,173,Conventional Steam Coal,BIT,ST
2020,5,16721,S D Warren Co.- Westbrook,Industrial,S D Warren Westbrook,ME,50447,GN18,0.4,Conventional Hydroelectric,WAT,HY
2020,5,16721,S D Warren Co.- Westbrook,Industrial,S D Warren Westbrook,ME,50447,GN19,0.4,Conventional Hydroelectric,WAT,HY
2020,5,16721,S D Warren Co.- Westbrook,Industrial,S D Warren Westbrook,ME,50447,GN20,0.4,Conventional Hydroelectric,WAT,HY
2020,6,60415,"CP Crane Power, LLC",IPP,"CP Crane Power, LLC",MD,1552,1,190,Conventional Steam Coal,SUB,ST
2020,6,60415,"CP Crane Power, LLC",IPP,"CP Crane Power, LLC",MD,1552,2,195,Conventional Steam Coal,SUB,ST
2020,6,60422,H.A. Wagner LLC,IPP,Herbert A Wagner,MD,1554,2,118,Conventional Steam Coal,BIT,ST
2020,9,14173,Oroville Cogeneration LP,Industrial,Oroville Cogeneration LP,CA,54477,GEN1,1.1,Natural Gas Internal Combustion Engine,NG,IC
2020,9,14173,Oroville Cogeneration LP,Industrial,Oroville Cogeneration LP,CA,54477,GEN2,1.1,Natural Gas Internal Combustion Engine,NG,IC
2020,9,14173,Oroville Cogeneration LP,Industrial,Oroville Cogeneration LP,CA,54477,GEN3,1.1,Natural Gas Internal Combustion Engine,NG,IC
2020,9,14173,Oroville Cogeneration LP,Industrial,Oroville Cogeneration LP,CA,54477,GEN4,1.1,Natural Gas Internal Combustion Engine,NG,IC
2020,9,14173,Oroville Cogeneration LP,Industrial,Oroville Cogeneration LP,CA,54477,GEN5,1.1,Natural Gas Internal Combustion Engine,NG,IC
2020,9,14173,Oroville Cogeneration LP,Industrial,Oroville Cogeneration LP,CA,54477,GEN6,1.1,Natural Gas Internal Combustion Engine,NG,IC
2020,9,14173,Oroville Cogeneration LP,Industrial,Oroville Cogeneration LP,CA,54477,GEN7,1.1,Natural Gas Internal Combustion Engine,NG,IC
2020,11,56778,Bloom Energy 2009 PPA,IPP,Caltech Central,CA,57460,CL00,0.1,Other Waste Biomass,OBG,FC
2020,11,56778,Bloom Energy 2009 PPA,IPP,Caltech Central,CA,57460,CL01,0.1,Other Waste Biomass,OBG,FC
2020,11,56778,Bloom Energy 2009 PPA,IPP,Caltech Central,CA,57460,CL02,0.1,Other Waste Biomass,OBG,FC
2020,11,56778,Bloom Energy 2009 PPA,IPP,Caltech Central,CA,57460,CL03,0.1,Other Waste Biomass,OBG,FC
2020,11,56778,Bloom Energy 2009 PPA,IPP,Caltech Central,CA,57460,CL04,0.1,Other Waste Biomass,OBG,FC
2020,11,56778,Bloom Energy 2009 PPA,IPP,Caltech Central,CA,57460,CL05,0.1,Other Waste Biomass,OBG,FC
